,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
776,male,82,UA,1570731576,84,50.74,33.7,50.5,7.49
777,kisangani,90,CD,1570731577,100,0.52,25.21,68.0,4.7
778,llanes,0,ES,1570731577,89,43.42,-4.75,64.0,11.34
779,tafresh,0,IR,1570731577,30,34.69,50.01,56.98,11.8
780,palmer,2,AU,1570731578,81,-34.85,139.16,55.99,5.82
781,saquena,83,PE,1570731579,56,-4.67,-73.52,90.28,2.36
782,tubuala,40,PA,1570731580,79,9.52,-79.03,84.2,8.05
783,halifax,90,CA,1570731580,47,44.65,-63.58,60.01,12.75
784,yarega,98,RU,1570731581,86,63.43,53.58,33.58,7.54
785,abu samrah,86,SY,1570731581,38,35.3,37.18,72.64,6.38
786,awjilah,100,LY,1570731581,24,29.14,21.3,86.14,10.44
787,salina,90,US,1570731582,81,38.84,-97.61,48.99,24.16
788,lima,90,PE,1570731582,77,-12.06,-77.04,62.6,4.7
789,bueno brandao,87,BR,1570731582,67,-22.44,-46.35,74.98,4.52
790,muscat,0,OM,1570731583,58,23.6,58.55,87.8,2.24
791,puerto quijarro,40,BO,1570731583,37,-19.0,-57.72,98.6,10.29
792,verkh-chebula,0,RU,1570731584,60,56.03,87.61,29.98,11.82
793,gornopravdinsk,100,RU,1570731584,92,60.06,69.92,43.3,4.75
794,lodwar,7,KE,1570731584,42,3.12,35.6,86.86,20.69
795,ibra,0,OM,1570731585,45,22.69,58.55,84.52,10.17
796,bereda,0,ES,1570731585,81,43.27,-7.54,63.0,1.99
797,pareora,99,NZ,1570731585,97,-44.49,171.21,48.0,8.99
798,auka,90,HN,1570731586,94,14.93,-83.83,80.6,11.41
799,bereznehuvate,60,UA,1570731586,90,47.31,32.85,56.8,8.5
800,watsa,100,CD,1570731587,94,3.04,29.53,65.8,2.41
801,brockville,1,CA,1570731587,55,44.59,-75.69,66.0,10.29
802,sobolevo,98,RU,1570731588,93,54.43,31.9,45.46,10.78
803,kulhudhuffushi,100,MV,1570731588,75,6.62,73.07,82.72,7.58
804,karaton,20,ID,1570731589,74,-6.34,106.1,80.6,2.24
805,sydney,75,AU,1570731590,93,-33.85,151.22,55.99,1.63
806,sur,0,OM,1570731590,54,22.57,59.53,83.08,8.58
807,vostok,100,RU,1570731591,94,46.45,135.83,47.26,3.76
808,kyaikto,100,MM,1570731591,93,17.31,97.01,74.62,1.17
809,saurimo,23,AO,1570731592,67,-9.66,20.4,73.9,2.14
810,pizarro,75,CO,1570731592,83,4.95,-77.37,78.4,10.13
811,lasa,20,CY,1570731592,83,34.92,32.53,77.0,5.82
812,dong hoi,4,VN,1570731593,90,17.48,106.6,73.9,2.7
813,pontecagnano,20,IT,1570731593,77,40.64,14.87,70.0,3.36
814,xining,100,CN,1570731594,64,36.62,101.77,42.94,0.59
815,bitung,40,ID,1570731594,94,1.44,125.19,75.2,2.24
816,reconquista,0,AR,1570731595,34,-29.14,-59.64,92.98,11.92
817,tromso,20,NO,1570731595,93,69.65,18.96,35.6,6.93
818,giyani,100,ZA,1570731595,69,-23.32,30.73,61.66,18.29
819,maltahohe,0,NA,1570731596,15,-24.83,16.98,69.4,14.26
820,karwar,100,IN,1570731596,81,14.8,74.13,80.92,2.98
821,kaspiyskiy,0,RU,1570731597,64,45.39,47.37,56.08,14.86
822,dongying,100,CN,1570731597,85,37.43,118.67,62.38,5.11
823,mnogovershinnyy,60,RU,1570731597,81,53.94,139.92,31.96,6.4
824,novobureyskiy,50,RU,1570731598,72,49.8,129.88,33.4,4.32
825,petropavlovsk-kamchatskiy,20,RU,1570731598,81,53.05,158.65,42.8,4.47
826,redcliffe,12,AU,1570731599,93,-31.94,115.94,60.01,4.7
827,leninskoye,0,RU,1570731599,66,54.82,82.85,35.38,8.55
828,nizhnyaya omka,100,RU,1570731600,50,55.43,74.94,48.52,13.07
829,kudahuvadhoo,100,MV,1570731600,73,2.67,72.89,82.72,7.53
830,iskateley,76,RU,1570731600,90,67.68,53.15,33.22,10.28
831,limbang,75,BN,1570731601,88,4.75,115.01,77.0,3.36
832,traverse city,1,US,1570731601,43,44.76,-85.62,71.6,10.29
833,balikpapan,57,ID,1570731602,97,-1.24,116.86,74.08,2.59
834,kuroiso,64,JP,1570731602,64,36.97,140.05,70.0,3.07
835,kuito,35,AO,1570731602,76,-12.38,16.94,64.9,8.17
836,tyup,0,KG,1570731603,36,42.73,78.36,42.94,4.17
837,bartica,40,GY,1570731603,70,6.41,-58.62,86.0,13.87
838,kedrovyy,0,RU,1570731604,61,56.17,91.82,24.76,9.34
839,huambo,74,AO,1570731604,84,-12.78,15.73,63.46,7.86
840,sannat,90,FR,1570731605,59,46.12,2.41,62.6,6.93
841,ponte nova,99,BR,1570731605,56,-20.42,-42.91,80.38,8.41
842,zharkent,0,KZ,1570731606,51,44.17,80.0,58.6,8.12
843,marand,0,IR,1570731606,37,38.43,45.77,66.2,4.7
844,miles city,90,US,1570731606,79,46.41,-105.84,28.99,20.8
845,obo,100,CF,1570731607,97,5.39,26.49,69.94,4.74
846,spruce grove,1,CA,1570731607,47,53.55,-113.9,39.0,9.17
847,jalpa,40,MX,1570731608,38,21.63,-102.98,75.2,4.7
848,dhaka,13,IN,1570731608,76,26.67,85.17,78.04,2.68
849,micheweni,100,TZ,1570731609,86,-4.97,39.83,80.02,11.86
850,surt,35,LY,1570731609,63,31.21,16.59,74.08,9.9
851,teya,75,MX,1570731609,63,21.05,-89.07,93.99,11.41
852,trelew,100,AR,1570731610,31,-43.25,-65.31,68.86,28.5
853,ada,90,US,1570731610,88,34.77,-96.68,82.99,6.93
854,tarko-sale,100,RU,1570731611,74,64.92,77.78,37.99,24.74
855,dosso,37,NE,1570731611,68,13.05,3.19,80.92,17.22
856,jacareacanga,20,BR,1570731612,62,-6.22,-57.76,89.6,4.7
857,shahr-e kord,0,IR,1570731612,30,32.33,50.85,55.4,9.17
858,maputo,75,MZ,1570731613,77,-25.97,32.57,64.4,20.8
859,caohai,100,CN,1570731613,98,26.87,104.28,50.5,5.3
860,aginskoye,24,RU,1570731614,63,51.11,114.54,18.1,9.68
861,shimoda,100,JP,1570731614,94,34.7,138.93,70.0,1.01
862,ahuimanu,75,US,1570731614,83,21.44,-157.84,84.2,5.05
863,sept-iles,20,CA,1570731615,50,50.2,-66.38,55.4,8.05
864,say,75,NE,1570731615,58,13.1,2.36,86.0,12.75
865,barbastro,0,ES,1570731616,58,42.04,0.13,68.0,2.53
866,itoman,40,JP,1570731616,69,26.12,127.67,77.0,17.22
867,ponneri,20,IN,1570731617,79,13.34,80.19,84.99,4.7
868,boende,90,CD,1570731617,95,-0.28,20.88,73.9,2.6
869,culaman,92,PH,1570731617,95,5.96,125.66,67.42,2.08
870,podgorenskiy,93,RU,1570731618,47,50.4,39.64,52.12,11.69
871,oranjemund,52,ZA,1570731618,53,-28.55,16.43,60.94,20.41
872,qarqin,81,AF,1570731619,18,37.41,66.03,69.22,10.61
873,caridad,75,HN,1570731620,54,13.83,-87.69,84.2,4.73
874,baneh,0,IR,1570731621,62,35.99,45.88,50.86,2.12
875,asosa,100,ET,1570731621,95,10.07,34.53,65.98,0.82
876,marovoay,36,MG,1570731622,78,-16.11,46.64,78.8,2.24
877,kenai,90,US,1570731622,87,60.55,-151.26,42.8,1.86
878,ialibu,100,PG,1570731623,96,-6.28,143.99,58.42,0.85
879,oriximina,20,BR,1570731623,44,-1.77,-55.87,94.24,4.0
880,grindavik,75,IS,1570731625,75,63.84,-22.43,42.8,21.92
881,bucerias,40,MX,1570731625,70,20.76,-105.33,89.01,9.17
882,greymouth,99,NZ,1570731625,86,-42.45,171.21,53.2,13.85
883,tera,20,CY,1570731626,83,34.97,32.42,77.0,5.82
884,hobyo,0,SO,1570731626,74,5.35,48.53,80.74,11.41
885,shellbrook,20,CA,1570731627,59,53.22,-106.39,33.8,6.93
886,cap-aux-meules,20,CA,1570731627,76,47.38,-61.86,51.8,10.29
887,gardez,0,AF,1570731627,50,33.6,69.22,52.48,3.4
888,sibu,75,MY,1570731628,94,2.29,111.83,75.2,2.24
889,chake chake,86,TZ,1570731628,87,-5.25,39.77,79.84,12.49
890,nampula,79,MZ,1570731628,60,-15.12,39.26,78.04,8.02
891,axim,100,GH,1570731630,85,4.87,-2.24,77.14,6.42
892,davila,20,PH,1570731630,94,18.47,120.58,71.6,5.82
893,guane,40,CU,1570731631,72,22.2,-84.09,84.34,6.28
894,yantal,90,RU,1570731631,83,56.85,105.25,19.18,2.75
895,teluknaga,20,ID,1570731632,74,-6.1,106.64,80.6,2.24
896,vallenar,74,CL,1570731632,57,-28.58,-70.76,62.92,11.66
897,winnemucca,1,US,1570731632,43,40.97,-117.74,39.99,5.82
898,nhulunbuy,75,AU,1570731633,94,-12.18,136.78,69.8,7.17
899,jiayuguan,100,CN,1570731633,32,39.77,98.29,57.7,7.76
900,nantucket,90,US,1570731634,87,41.28,-70.1,55.4,18.34
901,bismarck,90,US,1570731634,86,46.81,-100.78,30.2,19.46
902,portales,1,US,1570731634,50,34.19,-103.33,57.2,14.99
903,birjand,0,IR,1570731635,36,32.86,59.22,64.4,9.17
904,idaho falls,1,US,1570731635,42,43.49,-112.04,30.0,6.29
905,la rioja,34,AR,1570731636,26,-29.41,-66.86,84.34,8.96
906,edd,28,ER,1570731636,41,13.93,41.69,90.1,8.72
907,grand-lahou,7,CI,1570731637,88,5.24,-5.0,78.4,17.73
908,bambanglipuro,85,ID,1570731637,90,-7.95,110.28,73.9,5.04
909,garoua,20,CM,1570731637,83,9.31,13.39,78.8,1.12
910,novikovo,100,RU,1570731638,67,51.15,37.89,54.1,12.75
911,timizart,1,DZ,1570731638,72,36.8,4.25,73.0,18.75
912,trzcianka,71,PL,1570731638,85,53.04,16.46,48.34,7.05
913,troitsko-pechorsk,97,RU,1570731639,91,62.71,56.19,33.76,5.11
914,diofior,40,SN,1570731639,79,14.19,-16.66,93.2,10.29
915,isla vista,1,US,1570731639,64,34.41,-119.86,73.99,4.7
916,vuktyl,97,RU,1570731640,82,63.86,57.31,33.76,5.4
917,swellendam,31,ZA,1570731641,67,-34.02,20.44,57.2,8.05
918,swarzedz,13,PL,1570731641,93,52.41,17.09,48.99,5.82
919,mus,0,FR,1570731642,48,43.74,4.2,68.0,8.05
920,bissau,69,GW,1570731642,75,11.86,-15.58,83.08,8.16
921,san jose,20,HN,1570731642,58,14.25,-87.96,84.2,6.93
922,springdale,90,US,1570731643,94,36.19,-94.13,75.99,12.75
923,menzelinsk,98,RU,1570731643,88,55.73,53.11,41.68,9.02
924,zhurivka,99,UA,1570731643,66,50.5,31.77,53.6,6.71
925,verkhniy uslon,97,RU,1570731644,81,55.77,48.98,46.4,8.95
926,amahai,100,ID,1570731644,85,-3.31,129.0,79.12,7.1
927,bagn,100,NO,1570731644,96,60.82,9.55,36.0,3.42
928,zhongshu,0,CN,1570731645,95,24.52,103.77,57.52,2.77
929,tangzhai,99,CN,1570731645,94,26.73,109.0,66.7,3.01
930,sorland,98,NO,1570731646,59,67.67,12.69,44.38,10.51
931,jalor,0,IN,1570731646,30,25.35,72.62,83.08,3.57
932,kaduy,100,RU,1570731646,97,59.2,37.15,42.4,5.11
933,arica,40,CL,1570731647,55,-18.48,-70.32,68.0,12.75
934,tarpon springs,90,US,1570731647,62,28.15,-82.76,89.01,8.05
935,takoradi,49,GH,1570731647,87,4.89,-1.75,78.22,14.65
936,ocotal,12,NI,1570731648,62,13.63,-86.48,82.54,6.07
937,novelda,40,ES,1570731648,73,38.38,-0.77,75.2,9.17
938,monopoli,1,IT,1570731649,69,40.95,17.3,73.99,6.93
939,bakchar,83,RU,1570731649,65,57.02,82.07,33.04,7.89
940,acevedo,47,CO,1570731650,76,1.81,-75.89,70.48,5.02
941,truth or consequences,1,US,1570731650,22,33.13,-107.25,78.01,11.41
942,pangody,100,RU,1570731650,91,65.85,74.49,44.02,18.34
943,kuhdasht,0,IR,1570731651,22,33.53,47.61,69.8,6.93
944,batemans bay,100,AU,1570731651,95,-35.71,150.18,52.0,5.01
945,iquique,75,CL,1570731651,68,-20.22,-70.14,64.4,11.41
946,walvis bay,8,NA,1570731652,72,-22.95,14.51,63.0,6.93
947,aksarka,100,RU,1570731652,85,66.56,67.8,37.0,19.83
948,hoa binh,0,VN,1570731653,88,20.81,105.34,78.8,6.93
949,orlik,20,PL,1570731653,87,53.95,17.74,48.2,10.29
950,buritizeiro,78,BR,1570731654,31,-17.37,-44.96,91.36,7.01
951,rovaniemi,90,FI,1570731654,100,66.5,25.72,33.8,2.24
952,orzhytsya,77,UA,1570731654,77,49.79,32.7,52.48,7.48
953,barra patuca,100,HN,1570731655,77,15.8,-84.28,81.82,1.33
954,tomohon,40,ID,1570731655,94,1.33,124.84,75.2,2.24
955,huntsville,90,US,1570731655,57,34.73,-86.59,80.01,9.17
956,nkoteng,43,CM,1570731656,92,4.5,12.12,71.56,2.42
957,xiaoshi,68,CN,1570731656,80,30.59,116.63,66.16,6.74
958,sidney,40,US,1570731657,53,40.28,-84.16,81.0,5.82
959,faya,40,SA,1570731657,29,18.39,42.45,69.8,11.41
960,bani,33,YE,1570731657,66,16.02,42.93,86.5,3.37
961,jingdezhen,52,CN,1570731658,74,29.29,117.2,72.1,2.83
962,chihuahua,5,MX,1570731658,39,28.66,-106.08,78.8,12.75
963,payo,67,ID,1570731658,76,-3.75,103.64,68.32,3.28
964,santo antonio do ica,97,BR,1570731659,56,-3.1,-67.94,87.76,1.34
965,alexandria,52,RO,1570731659,67,43.97,25.33,60.01,1.01
966,aranda de duero,0,ES,1570731659,49,41.67,-3.69,62.02,2.51
967,stabat,63,ID,1570731660,69,3.76,98.46,79.0,4.18
968,arrah,20,IN,1570731660,88,25.56,84.66,78.8,2.89
969,fort wellington,87,GY,1570731661,77,6.4,-57.6,81.46,11.42
970,manakara,7,MG,1570731661,89,-22.14,48.01,70.84,6.5
971,praia da vitoria,20,PT,1570731662,60,38.73,-27.07,73.4,15.01
972,sandakan,75,MY,1570731663,88,5.84,118.12,77.0,2.24
973,mildura,0,AU,1570731664,65,-34.18,142.16,46.4,5.82
974,birao,16,CF,1570731664,59,10.3,22.78,80.56,2.09
975,hearst,17,CA,1570731664,54,49.69,-83.67,61.84,8.82
976,biella,80,IT,1570731665,72,45.57,8.05,66.2,4.7
977,bahia blanca,83,AR,1570731665,25,-38.72,-62.27,79.3,14.4
978,tairua,100,NZ,1570731666,97,-37.02,175.85,61.0,23.59
979,port hedland,5,AU,1570731666,77,-20.31,118.58,69.8,5.82
980,asahikawa,100,JP,1570731668,73,43.76,142.37,48.7,3.65
981,windsor,1,US,1570731668,52,42.3,-83.03,72.0,11.41
982,boden,90,SE,1570731668,97,65.83,21.69,33.8,3.36
983,inta,96,RU,1570731669,94,66.04,60.13,30.88,10.06
984,ukiah,1,US,1570731669,21,39.15,-123.21,69.01,3.36
985,abu zabad,12,SD,1570731670,50,12.35,29.25,84.52,7.52
986,post falls,1,US,1570731670,64,47.71,-116.95,41.0,2.23
987,auki,82,NG,1570731670,79,12.18,6.51,78.04,3.81
988,buenos aires,75,AR,1570731671,64,-34.61,-58.44,79.0,4.7
989,nichinan,87,JP,1570731671,93,31.65,131.31,62.01,4.0
990,soyo,82,AO,1570731672,83,-6.13,12.37,77.5,9.79
991,wairoa,100,NZ,1570731673,65,-39.04,177.43,62.01,3.0
992,verkhnyaya inta,100,RU,1570731673,93,65.99,60.32,31.24,8.8
993,olga,1,US,1570731674,49,34.11,-118.17,77.0,2.98
994,amparafaravola,20,MG,1570731674,86,-17.68,48.22,63.28,10.89
995,ruteng,48,ID,1570731675,56,-8.61,120.46,67.06,3.91
996,pershotravneve,60,UA,1570731676,87,51.38,28.88,48.88,7.68
997,huanren,59,CN,1570731677,88,41.26,125.37,44.02,5.98
998,tabuk,17,PH,1570731677,91,17.41,121.44,69.22,3.2
999,kiunga,100,PG,1570731677,100,-6.12,141.3,72.46,2.15
1000,atikokan,100,CA,1570731678,89,48.76,-91.62,53.38,7.12
1001,novo aripuana,100,BR,1570731679,44,-5.12,-60.38,92.98,3.53
1002,krasnyy chikoy,0,RU,1570731679,72,50.36,108.75,15.04,2.78
1003,manjacaze,98,MZ,1570731680,81,-24.71,33.88,69.4,16.75
1004,hovd,0,NO,1570731680,93,63.83,10.7,46.0,9.17
1005,butte,1,US,1570731681,53,46.01,-112.54,27.0,6.93
1006,peniche,0,PT,1570731681,39,39.36,-9.38,78.8,6.93
1007,pontiac,1,US,1570731682,60,42.64,-83.29,73.0,9.17
1008,danilovka,79,RU,1570731683,47,50.35,44.12,50.5,11.49
1009,uruzgan,0,AF,1570731684,47,32.93,66.63,41.14,0.32
1010,xai-xai,100,MZ,1570731684,81,-25.04,33.64,67.78,14.37
1011,aleksandrovskiy zavod,95,RU,1570731685,66,50.92,117.94,17.38,3.96
1012,dedougou,100,BF,1570731686,41,12.47,-3.47,89.92,6.81
1013,zalantun,0,CN,1570731686,44,48.0,122.72,28.36,6.39
1014,corrente,64,BR,1570731687,33,-17.45,-44.68,87.76,7.41
1015,rio do sul,0,BR,1570731687,44,-27.22,-49.64,86.0,1.01
1016,gazli,0,UZ,1570731688,55,40.13,63.45,62.2,18.03
1017,tynda,100,RU,1570731688,52,55.15,124.74,21.16,9.79
1018,capreol,5,CA,1570731688,44,46.71,-80.92,64.0,10.29
1019,eckernforde,20,DE,1570731689,87,54.47,9.83,53.6,9.17
1020,dabakala,37,CI,1570731689,87,8.36,-4.43,77.32,4.79
1021,santiago del estero,0,AR,1570731690,19,-27.8,-64.26,100.9,22.92
1022,xinzhi,75,TW,1570731690,78,22.54,120.62,80.6,5.82
1023,masuri,90,KR,1570731690,76,35.85,128.15,59.0,1.12
1024,laguna de perlas,72,NI,1570731691,77,12.34,-83.67,84.16,15.66
1025,custoias,0,PT,1570731691,46,41.11,-7.32,62.92,3.38
1026,aljezur,0,PT,1570731692,70,37.31,-8.8,73.99,6.58
1027,kemise,100,ET,1570731692,60,10.72,39.87,69.58,4.95
1028,cimarron hills,90,US,1570731692,79,38.86,-104.7,23.0,18.34
1029,mezen,100,RU,1570731693,96,65.85,44.24,33.76,11.4
1030,banjar,93,ID,1570731693,91,-7.37,108.54,71.38,0.65
1031,esmeralda,100,CL,1570731694,31,-34.33,-70.9,77.0,1.12
1032,ondangwa,50,NA,1570731694,25,-17.91,15.98,87.8,17.22
1033,voyinka,79,UA,1570731695,83,45.87,33.99,59.32,8.03
1034,chernyy yar,100,RU,1570731695,97,64.44,40.96,33.76,6.89
1035,gaborone,33,BW,1570731696,9,-24.66,25.91,87.8,9.17
1036,ramnagar,0,IN,1570731696,83,27.17,84.33,74.98,1.66
1037,puerto del rosario,40,ES,1570731696,83,28.5,-13.86,73.4,5.82
1038,sabang,0,PH,1570731697,94,13.8,121.11,71.02,1.72
1039,sarkand,0,KZ,1570731697,37,45.41,79.91,56.62,4.93
1040,shar,48,NG,1570731698,85,7.3,8.73,77.5,1.63
1041,monrovia,75,LR,1570731698,78,6.33,-10.8,82.4,13.87
1042,clifton,75,US,1570731698,35,40.86,-74.16,71.01,8.05
1043,kangaatsiaq,29,GL,1570731699,62,68.31,-53.46,32.68,12.01
1044,mehran,0,IR,1570731699,25,33.12,46.17,73.4,4.7
1045,ekhabi,83,RU,1570731700,87,53.51,142.97,44.92,12.74
1046,amilly,38,FR,1570731700,71,47.98,2.77,61.0,4.7
1047,ponot,100,PH,1570731701,84,8.45,123.02,78.76,5.39
1048,manali,8,IN,1570731701,68,32.25,77.19,47.44,3.95
1049,bulgan,96,MN,1570731701,80,48.81,103.53,17.74,4.82
1050,gornyak,7,KZ,1570731702,46,51.0,81.46,50.86,5.69
1051,muroto,24,JP,1570731703,80,33.37,134.14,70.12,6.72
1052,morro bay,1,US,1570731703,18,35.37,-120.85,73.99,4.7
1053,rio gallegos,40,AR,1570731703,59,-51.62,-69.22,37.4,34.45
1054,whyalla,89,AU,1570731704,87,-33.04,137.58,55.4,13.87
1055,ust-kuyga,32,RU,1570731704,94,70.0,135.55,0.46,3.32
1056,tilichiki,100,RU,1570731705,74,60.47,166.1,28.36,11.67
1057,krasnofarfornyy,100,RU,1570731705,99,59.14,31.85,43.66,2.41
1058,lahore,0,PK,1570731705,88,31.52,74.33,78.8,3.37
1059,galle,93,GN,1570731706,87,10.08,-12.83,77.68,5.24
1060,manta,97,RO,1570731706,71,45.1,24.1,58.06,0.3
1061,ugoofaaru,100,MV,1570731707,73,5.67,73.0,82.72,8.47
1062,nikopol,91,UA,1570731707,77,47.57,34.39,60.4,9.79
1063,bjornevatn,75,NO,1570731708,93,69.67,29.98,35.6,4.7
1064,chauk,95,MM,1570731708,77,20.89,94.82,77.68,2.04
1065,parana,40,BR,1570731709,62,-7.52,-72.89,89.6,2.24
1066,chadiza,90,ZM,1570731710,39,-14.06,32.43,81.46,8.97
1067,nuuk,20,GL,1570731710,60,64.17,-51.74,39.2,8.05
1068,banff,0,CA,1570731710,65,51.18,-115.57,28.99,1.99
1069,koksovyy,2,RU,1570731711,60,48.2,40.6,53.38,8.88
1070,ulaangom,16,MN,1570731711,72,49.98,92.07,38.62,1.92
1071,wakkanai,100,JP,1570731713,76,45.41,141.67,63.64,24.3
1072,ajaccio,5,FR,1570731713,67,41.93,8.74,69.8,3.36
1073,kita,75,JP,1570731714,88,35.76,139.74,64.99,16.11
1074,aquiraz,39,BR,1570731714,62,-3.9,-38.39,84.2,17.22
1075,kaeo,100,NZ,1570731715,100,-35.1,173.78,59.0,7.05
1076,rosetta,40,EG,1570731715,69,31.4,30.42,77.0,9.17
1077,ati,24,TD,1570731716,44,13.21,18.34,89.2,6.21
1078,katobu,73,ID,1570731716,92,-4.94,122.53,69.04,2.71
1079,puerto ayacucho,40,CO,1570731716,70,5.66,-67.63,86.0,3.08
1080,ambilobe,75,MG,1570731717,59,-13.19,49.05,78.76,16.17
1081,aransas pass,40,US,1570731717,63,27.91,-97.15,91.4,18.34
1082,awbari,0,LY,1570731718,32,26.59,12.77,77.68,8.91
1083,svetlaya,100,RU,1570731718,75,46.54,138.33,56.26,11.38
1084,barinas,60,VE,1570731719,70,8.64,-70.23,83.98,6.4
1085,terney,100,RU,1570731719,75,45.05,136.61,50.5,3.84
1086,saryozek,4,KZ,1570731720,52,44.36,77.98,55.72,4.63
1087,ambon,90,FR,1570731720,87,47.55,-2.56,62.01,3.36
1088,itaguai,90,BR,1570731721,78,-22.85,-43.78,75.2,9.17
1089,praya,40,ID,1570731721,88,-8.71,116.27,75.2,1.96
1090,ilebo,96,CD,1570731722,91,-4.33,20.59,73.54,1.99
1091,sutton,90,US,1570731722,86,40.61,-97.86,39.99,21.92
1092,lielvarde,20,LV,1570731723,100,56.72,24.81,48.2,4.7
1093,balingasay,16,PH,1570731723,69,16.36,119.86,82.54,2.85
1094,muzaffarabad,0,PK,1570731723,57,34.37,73.47,51.94,6.41
1095,liwale,99,TZ,1570731724,76,-9.8,37.92,74.62,5.61
1096,bantogon,100,PH,1570731724,78,6.53,124.03,78.04,5.14
1097,freeport,40,BS,1570731725,79,26.54,-78.7,84.2,9.17
1098,starokozache,72,UA,1570731725,93,46.34,29.99,60.8,5.66
1099,qaqortoq,20,GL,1570731726,52,60.72,-46.03,41.0,3.36
1100,kasongo-lunda,99,CD,1570731726,89,-6.48,16.82,71.02,1.45
1101,chicama,20,PE,1570731727,77,-7.84,-79.15,64.4,11.41
1102,narasannapeta,99,IN,1570731727,89,18.42,84.04,76.06,1.19
1103,atbasar,100,KZ,1570731728,67,51.81,68.36,52.84,8.02
1104,sheopur,0,IN,1570731728,53,25.67,76.7,75.88,6.09
1105,denpasar,75,ID,1570731728,94,-8.65,115.22,78.8,6.93
1106,christchurch,69,NZ,1570731729,93,-43.53,172.64,51.01,3.36
1107,mastic beach,90,US,1570731730,54,40.77,-72.85,69.01,10.29
1108,kings mountain,40,US,1570731730,56,35.25,-81.34,77.0,3.36
1109,wuwei,66,CN,1570731731,56,37.93,102.64,55.0,2.85
1110,mumford,87,GH,1570731732,92,5.26,-0.76,76.06,6.85
1111,narasaraopet,100,IN,1570731732,92,16.24,80.05,77.32,3.24
1112,batan,67,ID,1570731732,93,-7.54,110.71,67.24,2.79
1113,borovskoy,100,KZ,1570731733,80,53.8,64.15,41.68,15.26
1114,aykhal,98,RU,1570731733,99,65.95,111.51,4.06,10.73
1115,takab,0,IR,1570731734,50,36.4,47.11,53.38,6.53
1116,uvira,41,CD,1570731734,86,-3.41,29.14,55.0,1.94
1117,erfurt,7,DE,1570731735,76,50.98,11.03,51.01,12.75
1118,maua,64,KE,1570731735,72,0.23,37.94,76.24,3.83
1119,constantine,20,DZ,1570731736,72,36.36,6.61,66.2,8.05
1120,sarakhs,3,TM,1570731736,56,36.54,61.16,68.0,2.24
1121,singkang,75,MY,1570731736,88,2.1,102.8,78.8,1.12
1122,ozernovskiy,85,RU,1570731737,98,51.5,156.52,42.58,4.97
1123,bacabal,61,BR,1570731737,22,-4.23,-44.78,100.54,5.97
1124,casablanca,79,MA,1570731738,83,33.6,-7.62,73.4,5.82
1125,amposta,90,ES,1570731738,77,40.71,0.58,68.0,3.36
1126,itaquyry,0,PY,1570731738,29,-24.93,-55.22,92.98,7.84
1127,rehoboth,1,NA,1570731739,14,-23.31,17.08,74.08,16.52
1128,san policarpo,84,PH,1570731739,93,12.18,125.51,76.24,6.17
1129,sistranda,15,NO,1570731740,81,63.73,8.83,46.0,8.05
1130,key largo,20,US,1570731740,59,25.09,-80.45,90.0,9.17
1131,houston,1,US,1570731740,40,29.76,-95.37,93.0,5.82
1132,oyek,0,RU,1570731741,68,52.59,104.46,26.6,2.24
1133,erenhot,0,CN,1570731741,51,43.65,111.97,47.26,4.99
1134,panalingaan,35,PH,1570731742,77,8.78,117.42,80.74,4.43
1135,baghdad,0,IQ,1570731743,39,33.3,44.38,84.2,5.82
1136,beecher,40,US,1570731743,77,41.34,-87.62,71.01,5.82
1137,lugovoy,100,RU,1570731744,87,59.72,65.88,38.62,4.78
1138,manica,75,MZ,1570731744,94,-18.94,32.88,68.0,12.73
1139,grants pass,1,US,1570731745,43,42.44,-123.33,57.0,3.36
1140,marawi,100,PH,1570731746,94,8.0,124.29,73.99,5.99
1141,ariquemes,100,BR,1570731746,72,-9.91,-63.03,83.08,4.04
1142,ampanihy,7,MG,1570731747,36,-24.69,44.75,79.66,6.19
1143,inuvik,40,CA,1570731747,86,68.36,-133.71,32.0,3.36
1144,sinnamary,44,GF,1570731748,73,5.38,-52.96,82.18,21.42
1145,lazaro cardenas,5,MX,1570731748,39,28.39,-105.62,78.8,12.75
1146,cocula,75,MX,1570731749,57,20.37,-103.82,84.99,3.36
1147,palmerston,95,AU,1570731749,78,-12.49,130.99,79.0,4.7
1148,porto novo,20,BR,1570731749,54,-23.68,-45.44,80.6,8.05
1149,vierzon,75,FR,1570731750,87,47.22,2.07,61.0,5.82
1150,dzhebariki-khaya,100,RU,1570731751,94,62.22,135.8,26.74,5.02
1151,port keats,96,AU,1570731751,81,-14.25,129.55,76.42,5.13
1152,moba,22,CD,1570731752,70,-7.04,29.77,79.66,5.41
1153,arrifes,20,PT,1570731752,60,37.77,-25.7,71.6,6.93
1154,colares,0,PT,1570731753,44,38.8,-9.45,78.8,8.05
1155,tocopilla,0,CL,1570731753,10,-22.09,-70.2,77.32,11.05
1156,mporokoso,63,ZM,1570731753,39,-9.37,30.12,74.98,2.81
1157,ulladulla,90,AU,1570731754,87,-35.36,150.48,53.6,4.7
1158,peterhead,0,AU,1570731754,81,-34.83,138.5,55.99,5.82
1159,kovernino,100,RU,1570731755,93,57.13,43.81,41.68,8.46
1160,ovsyanka,15,RU,1570731755,57,53.58,126.91,24.4,8.3
